day;daily average temperature;average daily wind speed;daily rainfall
01.01.2017;-3.8125000000000004;3.0;0.0
31.12.2016;-6.249999999999999;2.625
30.12.2016;-3.225;2.375
29.12.2016;0.05;4.125;0.0
28.12.2016;0.6625000000000001;4.25;0.6
27.12.2016;-0.4125;6.25;4.0
26.12.2016;-1.9374999999999998;3.25;0.8
25.12.2016;-2.4875;3.25;0.0
24.12.2016;-1.9875;1.75;0.0
23.12.2016;-3.275;3.625;0.6
22.12.2016;-2.275;2.25;0.8999999999999999
21.12.2016;-8.9875;2.125;0.0
20.12.2016;-4.2875;5.0;0.0
19.12.2016;-2.7125000000000004;4.625;2.4
18.12.2016;-2.9375;3.625;0.4
17.12.2016;-12.15;2.5
16.12.2016;-14.3625;2.0;0.2
15.12.2016;-6.637499999999999;3.0;0.6000000000000001
14.12.2016;-7.424999999999999;2.375;0.8
13.12.2016;-11.0125;3.5;0.2
12.12.2016;-4.425000000000001;5.5;9.3
11.12.2016;-1.7125000000000004;2.875;3.9
10.12.2016;3.3125;4.75;1.8
09.12.2016;2.9749999999999996;5.125;4.9
08.12.2016;-6.749999999999999;6.25;3.0
07.12.2016;-12.1375;4.125;0.4
06.12.2016;-3.7874999999999996;6.125;2.9
05.12.2016;-8.1875;5.5;0.4
04.12.2016;-5.437499999999999;3.625;5.7
03.12.2016;-3.6500000000000004;5.625;20.9
02.12.2016;-3.425;5.625;3.0
01.12.2016;-7.799999999999999;4.25;1.3
30.11.2016;-9.737499999999999;2.375;4.0
29.11.2016;-2.825;4.0;0.5
28.11.2016;1.6249999999999998;4.875;16.0
27.11.2016;1.3499999999999999;5.875;2.7
26.11.2016;-0.525;4.375;0.0
25.11.2016;-4.1;2.125;2.0
24.11.2016;-5.8125;3.25
23.11.2016;-5.5;5.5
22.11.2016;-4.0874999999999995;6.625
21.11.2016;-3.125;7.875
20.11.2016;-1.6375;7.375
19.11.2016;-1.95;4.5
18.11.2016;-0.7375;3.75;0.0
17.11.2016;-2.8375;3.375;0.0
16.11.2016;-1.375;3.875;0.0
15.11.2016;-1.3375;3.75;0.3
14.11.2016;1.0;4.75;16.0
13.11.2016;1.075;6.125;4.0
12.11.2016;1.3250000000000002;2.875
11.11.2016;1.5749999999999997;6.375;8.0
10.11.2016;11.325000000000001;4.25;12.6
09.11.2016;7.000000000000001;4.625;30.0
08.11.2016;7.725;3.25;12.0
07.11.2016;12.85;6.625;0.6
06.11.2016;3.275;6.125;1.0
05.11.2016;1.0875000000000001;2.75
04.11.2016;2.375;3.75;0.5
03.11.2016;3.8125;3.5;15.0
02.11.2016;-0.5625;4.125;0.0
01.11.2016;0.125;3.125;0.8999999999999999
31.10.2016;1.1500000000000001;3.625;2.9
30.10.2016;2.844444444444444;3.2222222222222223;1.7
29.10.2016;0.3249999999999999;4.75;4.0
28.10.2016;-0.7374999999999998;0.75
27.10.2016;-1.5125000000000002;3.25
26.10.2016;-1.5499999999999998;4.5
25.10.2016;-0.024999999999999967;6.125
24.10.2016;2.55;6.0
23.10.2016;4.050000000000001;7.125
22.10.2016;4.75;6.875
21.10.2016;3.45;4.0
20.10.2016;2.6;2.875
19.10.2016;2.9374999999999996;2.125
18.10.2016;3.7625000000000006;1.375
17.10.2016;3.5625000000000004;3.125
16.10.2016;4.7;3.0;0.0
15.10.2016;4.2;2.875
14.10.2016;4.425;5.375;0.0
13.10.2016;4.175;6.875
12.10.2016;7.1;5.875
11.10.2016;9.500000000000002;2.625;0.8
10.10.2016;8.674999999999999;3.75;0.0
09.10.2016;11.025;5.625;36.0
08.10.2016;12.9375;3.25;3.3
07.10.2016;11.725000000000001;1.125
06.10.2016;13.312500000000002;1.75;21.6
05.10.2016;13.812500000000002;3.125;0.6
04.10.2016;14.400000000000002;2.0
03.10.2016;14.600000000000001;3.125
02.10.2016;15.4875;2.875
01.10.2016;16.650000000000002;3.875
30.09.2016;11.749999999999998;2.0
29.09.2016;8.3375;1.625;3.0
28.09.2016;9.4;3.25
27.09.2016;10.737499999999999;3.5;0.0
26.09.2016;9.675;4.5;3.5
25.09.2016;10.2125;4.625;5.3
24.09.2016;9.149999999999999;1.375
23.09.2016;9.475;2.5
22.09.2016;9.512500000000001;3.0;0.4
21.09.2016;9.6125;4.625;1.8
20.09.2016;8.0375;3.75;2.0
19.09.2016;10.012500000000001;1.375
18.09.2016;10.5125;1.75
17.09.2016;13.3125;3.625
16.09.2016;13.062500000000002;2.5
15.09.2016;11.9625;3.0
14.09.2016;14.1;3.125;0.0
13.09.2016;19.7;3.125
12.09.2016;19.7125;0.75
11.09.2016;17.625;1.25
10.09.2016;15.524999999999999;1.5
09.09.2016;18.437500000000004;3.0
08.09.2016;18.4875;3.5
07.09.2016;18.0125;3.0
06.09.2016;20.812499999999996;2.125
05.09.2016;21.075000000000003;3.0
04.09.2016;19.3125;1.125
03.09.2016;18.6875;1.0
02.09.2016;16.575;2.25
01.09.2016;16.9125;3.75
31.08.2016;19.087499999999995;4.875;3.6
30.08.2016;23.5125;3.0
29.08.2016;23.224999999999998;2.125
28.08.2016;22.15;1.125
27.08.2016;20.112499999999997;3.125
26.08.2016;18.525;5.25
25.08.2016;18.95;5.375;22.7
24.08.2016;22.85;2.25;5.0
23.08.2016;26.325;3.875
22.08.2016;26.3625;3.625
21.08.2016;23.85;3.5
20.08.2016;22.512500000000003;0.875
19.08.2016;21.1625;2.875
18.08.2016;23.15;2.75;3.0
17.08.2016;19.950000000000003;2.625;12.0
