day;daily average temperature;average daily wind speed;daily rainfall
16.08.2016;17.65;2.0;1.0
15.08.2016;17.037499999999998;4.25;4.0
14.08.2016;15.275000000000002;4.375;12.4
13.08.2016;17.2125;3.375;1.3
12.08.2016;24.187500000000004;3.25;3.8
11.08.2016;24.5;2.75;0.0
10.08.2016;24.937499999999996;5.125
09.08.2016;21.9375;3.625
08.08.2016;22.549999999999997;4.875;0.0
07.08.2016;26.85;1.625
06.08.2016;26.6375;3.25
05.08.2016;23.150000000000002;3.25
04.08.2016;22.225;3.375;0.6
03.08.2016;23.612499999999997;1.625;5.0
02.08.2016;25.9375;1.125
01.08.2016;24.825000000000003;1.125
31.07.2016;23.075;1.625
30.07.2016;24.1125;0.625;0.0
29.07.2016;24.3;1.75;0.4
28.07.2016;25.150000000000002;0.75
27.07.2016;24.062499999999996;1.25
26.07.2016;23.1125;1.5
25.07.2016;21.4;3.5;0.0
24.07.2016;19.6;4.5;0.0
23.07.2016;17.4;4.375;0.8
22.07.2016;16.7125;2.625;3.3
21.07.2016;19.537499999999998;3.0
20.07.2016;18.325;4.125;6.0
19.07.2016;19.875;2.875;43.5
18.07.2016;27.849999999999998;5.875;4.0
17.07.2016;30.637499999999996;3.25
16.07.2016;30.0375;1.75
15.07.2016;29.349999999999998;1.625
14.07.2016;27.725000000000005;2.375
13.07.2016;26.187500000000004;1.875
12.07.2016;23.112499999999997;2.875
11.07.2016;21.537499999999998;2.25
10.07.2016;20.65;1.125
09.07.2016;19.1625;2.625
08.07.2016;18.275;3.375
07.07.2016;17.95;3.5;2.7
06.07.2016;19.525;2.0
05.07.2016;19.224999999999998;4.375
04.07.2016;23.875;2.375;0.0
03.07.2016;24.237500000000004;1.125
02.07.2016;23.787499999999998;2.375
01.07.2016;23.15;3.625;68.0
30.06.2016;22.2875;3.625;9.0
29.06.2016;23.375000000000004;2.625;4.0
28.06.2016;25.274999999999995;2.5;14.0
27.06.2016;26.225;1.375
26.06.2016;24.900000000000002;1.375
25.06.2016;23.7125;2.375
24.06.2016;23.7;2.625
23.06.2016;24.45;3.5
22.06.2016;25.537499999999998;2.25
21.06.2016;24.737500000000004;1.75
20.06.2016;23.175;2.5
19.06.2016;24.824999999999996;3.5;0.0
18.06.2016;24.275000000000002;3.25
17.06.2016;22.950000000000003;1.125
16.06.2016;21.437499999999996;3.25;2.6
15.06.2016;20.025;3.75;1.0
14.06.2016;19.625;3.875;54.0
13.06.2016;15.674999999999999;1.5;5.3
12.06.2016;16.299999999999997;2.5;2.1
11.06.2016;15.6375;4.0;1.6
10.06.2016;17.35;3.125
09.06.2016;15.3;1.75
08.06.2016;11.737499999999999;2.5
07.06.2016;12.125;4.625
06.06.2016;17.3125;3.5;3.0
05.06.2016;19.625;2.75;0.0
04.06.2016;18.3625;1.5
03.06.2016;16.75;2.875
02.06.2016;15.6375;3.125
01.06.2016;14.725000000000001;5.25
31.05.2016;18.45;3.0
30.05.2016;18.137500000000003;1.375;14.3
29.05.2016;19.487499999999997;3.625;77.0
28.05.2016;20.2125;2.875
27.05.2016;19.925;2.75;0.8
26.05.2016;20.249999999999996;2.875
25.05.2016;17.599999999999998;1.25
24.05.2016;15.424999999999999;2.375
23.05.2016;14.987499999999999;1.75;0.8
22.05.2016;16.025;3.0;2.0
21.05.2016;13.612499999999999;5.875;14.0
20.05.2016;11.0;5.75;6.0
19.05.2016;12.6875;2.25;4.0
18.05.2016;13.7125;2.875;6.0
17.05.2016;16.1625;3.5;0.8
16.05.2016;14.7125;3.625
15.05.2016;14.499999999999998;4.25;0.8
14.05.2016;13.412500000000001;5.0;51.0
13.05.2016;16.4875;2.375;0.0
12.05.2016;15.6;1.5;1.2
11.05.2016;17.35;2.375;2.0
10.05.2016;17.412499999999998;1.75;1.0
09.05.2016;15.924999999999999;1.625;5.0
08.05.2016;15.750000000000004;2.125;1.0
07.05.2016;13.65;2.625;5.0
06.05.2016;11.950000000000001;3.5;27.0
05.05.2016;15.175;2.625
04.05.2016;14.612499999999999;4.625
03.05.2016;12.987500000000002;3.25
02.05.2016;13.024999999999999;3.25
01.05.2016;12.4;3.625
30.04.2016;11.25;3.25;0.0
29.04.2016;13.075000000000001;3.125;0.4
28.04.2016;12.7125;2.75
27.04.2016;12.62857142857143;3.2857142857142856;4.6
26.04.2016;13.225;4.375;6.4
25.04.2016;13.049999999999999;6.0;8.0
24.04.2016;12.225000000000001;6.25;0.0
23.04.2016;9.15;3.125;10.0
22.04.2016;8.2625;6.75;0.3
21.04.2016;7.4625;5.25;16.6
20.04.2016;9.975;2.0;3.0
19.04.2016;14.3375;3.5;0.8999999999999999
18.04.2016;16.5125;2.875;0.0
17.04.2016;12.012500000000001;4.25;2.0
16.04.2016;10.125;5.875;3.0
15.04.2016;12.012500000000001;5.375;6.0
14.04.2016;15.725;3.75;0.0
13.04.2016;15.612500000000002;1.25
12.04.2016;14.624999999999998;3.0
11.04.2016;16.45;3.125
10.04.2016;15.287500000000001;7.125
09.04.2016;17.375;4.75
08.04.2016;16.075;1.75;0.8
07.04.2016;14.024999999999999;3.25
06.04.2016;10.825;2.375
05.04.2016;9.750000000000002;2.625
04.04.2016;8.4;3.75
03.04.2016;6.075000000000001;6.875
02.04.2016;5.9125000000000005;7.875;5.3
01.04.2016;9.975;3.5;0.4
31.03.2016;7.2875000000000005;4.0;1.0
30.03.2016;5.675000000000001;3.375;0.0
29.03.2016;2.9000000000000004;2.625;8.8
28.03.2016;2.4;3.0;4.7
27.03.2016;2.1857142857142855;2.4285714285714284;1.8
26.03.2016;1.6124999999999998;3.375
25.03.2016;1.8375;4.125;0.0
24.03.2016;3.9;4.125;15.0
23.03.2016;4.3625;2.875;0.0
22.03.2016;3.4125;3.125;0.0
21.03.2016;-2.5125;2.625;0.3
20.03.2016;-3.6625;4.0;2.2
19.03.2016;-2.725;4.5;2.2
18.03.2016;4.5874999999999995;6.125;0.0
17.03.2016;3.2000000000000006;5.25
16.03.2016;1.975;4.5
15.03.2016;0.47500000000000014;3.875;0.0
14.03.2016;1.2000000000000002;6.375;11.0
13.03.2016;2.6875000000000004;1.5;3.3
12.03.2016;3.5500000000000003;0.875
11.03.2016;6.4750000000000005;3.5
10.03.2016;4.65;4.5
09.03.2016;7.2;4.625
08.03.2016;6.887499999999999;5.75
07.03.2016;5.2124999999999995;3.875
06.03.2016;2.0125;2.5;1.2
05.03.2016;5.475;2.75;0.6
04.03.2016;6.4625;5.625;7.0
03.03.2016;6.325;3.375;0.3
02.03.2016;6.199999999999999;3.25;0.0
01.03.2016;5.9375;6.0;1.2
29.02.2016;3.225;2.125
28.02.2016;1.4750000000000003;2.5
27.02.2016;2.6875;3.125;0.9
26.02.2016;1.75;2.75
25.02.2016;2.2625;3.875;0.6
24.02.2016;5.825;2.25;0.0
23.02.2016;5.675000000000001;4.875;1.2
22.02.2016;1.25;6.625;3.0
21.02.2016;-2.4125;2.25
20.02.2016;-2.6125;3.25;0.0
19.02.2016;-2.25;4.5
18.02.2016;-1.4749999999999999;3.25
17.02.2016;1.225;5.0
16.02.2016;7.075;5.625;0.0
15.02.2016;2.8249999999999997;3.125;0.0
14.02.2016;3.9124999999999996;5.5;15.0
13.02.2016;0.9375;5.0
12.02.2016;0.8500000000000001;3.75;12.0
11.02.2016;1.0;9.625
10.02.2016;1.3375000000000001;6.125
09.02.2016;-1.4249999999999998;4.875
08.02.2016;-3.4625000000000004;3.5
07.02.2016;-3.225;1.75
06.02.2016;-1.0;2.875
05.02.2016;-0.49999999999999994;2.375;0.8
04.02.2016;1.0;2.25;6.9
03.02.2016;2.8124999999999996;4.875;0.0
02.02.2016;-0.1625;5.125;0.5
01.02.2016;0.8125000000000001;3.75;0.0
31.01.2016;1.5250000000000001;6.875;0.0
30.01.2016;-0.43749999999999994;3.625
29.01.2016;2.1625;5.125;0.6
28.01.2016;0.625;3.0;5.0
27.01.2016;-5.0375;4.5;2.4
26.01.2016;-15.900000000000002;2.625;0.0
25.01.2016;-19.325000000000003;1.375;0.0
24.01.2016;-14.2;2.125;0.8
23.01.2016;-12.850000000000001;2.25;0.6
22.01.2016;-12.025;1.875;0.3
21.01.2016;-8.7375;3.5;10.2
20.01.2016;-6.5;5.375;3.0
19.01.2016;-5.187500000000001;4.0;9.4
18.01.2016;-4.925;6.25;26.0
17.01.2016;-2.7625;4.5;4.0
16.01.2016;-2.1;6.375;9.0
15.01.2016;-3.7375;2.5
14.01.2016;0.08750000000000005;3.875;0.0
13.01.2016;1.75;4.0;0.0
12.01.2016;0.2875000000000002;6.75;6.7
11.01.2016;-6.8875;4.625;3.5
10.01.2016;-4.2875000000000005;3.25
09.01.2016;-4.737500000000001;4.75;3.3
08.01.2016;-0.22500000000000006;4.5;17.9
07.01.2016;-6.45;3.75;0.6
06.01.2016;-8.799999999999999;2.375;0.0
05.01.2016;-17.037499999999998;3.125;0.0
04.01.2016;-19.6125;2.375;0.0
03.01.2016;-18.3125;2.625;0.0
02.01.2016;-15.787500000000001;2.875;1.2
01.01.2016;-12.862499999999999;3.5;0.2
